plot	time	faba	weed	cereal	all
49	22	0.0520610451762805	0.0134327482924849	0.0884062065312346	0.1539
49	29	0.0658670697894686	0.00418379880252931	0.290149131408002	0.3602
49	36	0.115493794895054	0.0145381156245851	0.56856808948036	0.6986
49	43	0.169353066429298	0.00422039158400939	0.724126541986692	0.8977
49	49	0.224310505277558	0.0193565039601163	0.713132990762326	0.9568
49	56	0.347117527521371	0.0389901120146138	0.520092360464015	0.9062
51	15	0.00836064282005569	0.00182207863537461	0.0306172785445697	0.0408
51	22	0.0393340285062898	0.0090176423380124	0.199948329155698	0.2483
51	29	0.0813456192828157	0.00589229782344606	0.660962082893738	0.7482
51	36	0.0966147905931791	0.00631165210589267	0.865773557300928	0.9687
51	43	0.0558232168206036	0	0.924576783179397	0.9804
60	15	0.00452692867540029	0.00031557496360989	0.0640574963609898	0.0689
60	22	0.044245114063152	0.0116162256297999	0.265338660307048	0.3212
60	29	0.0488903320435935	0.00678346432218003	0.736626203634226	0.7923
60	36	0.0629608414477413	0.00579823811176804	0.672840920440491	0.7416
60	43	0.0684933599169844	0.00258397752049156	0.909522662562524	0.9806
62	15	0.00999027803347734	0.00074529693525041	0.0409644250312722	0.0517
62	22	0.0685094283396052	0.00992400806605773	0.160866563594337	0.2393
62	29	0.0888055367817374	0.00618665008113101	0.531007813137132	0.626
62	36	0.143678307568789	0.00607975966660257	0.743641932764609	0.8934
62	43	0.177739132073724	0.00352224485876715	0.793238623067509	0.9745
62	49	0.352808149803545	0.0067378118903207	0.618454038306134	0.978
62	56	0.424535255696451	0.00056864579157572	0.552396098511973	0.9775
69	15	0.0116518369273195	0.00211457094356816	0.0364335921291124	0.0502
69	22	0.0426022586188692	0.00760613615428586	0.164291605226845	0.2145
69	43	0.172986294054334	0.00130721248207271	0.784606493463594	0.9589
69	49	0.176488809598351	0	0.807811190401649	0.9843
69	56	0.326883602316613	0.0027436012446295	0.636872796438757	0.9665
76	15	0.00676432019676836	0.00336934844471765	0.016966331358514	0.0271
76	22	0.0439971183532828	0.00867697850361943	0.106725903143098	0.1594
76	29	0.081685716997178	0.0122006676175172	0.241513615385305	0.3354
76	36	0.130395369022957	0.0412628366660654	0.679841794310978	0.8515
76	43	0.180004044714925	0.0362617485894982	0.625334206695577	0.8416
76	49	0.279413551147696	0.115344875258367	0.573841573593937	0.9686
76	56	0.244877150461426	0.0490928381987601	0.674730011339814	0.9687
