plot	time	faba	weed	cereal	all
12	34	0.0168990193729061	0.0004153686396677	0.0281856119874262	0.0455
12	43	0.0370894267792259	0.00542823843927443	0.1143823347815	0.1569
12	48	0.0416654540615538	0.0218864666079366	0.17574807933051	0.2393
12	54	0.0549907167291074	0.0455882687102171	0.291021014560675	0.3916
12	60	0.0701485073289773	0.0294071953932791	0.347044297277744	0.4466
12	60	0.0701485073289773	0.0294069685952812	0.347044524075741	0.4466
12	60	0.0701485073289773	0.0294069685952812	0.347044524075741	0.4466
12	67	0.100806237900305	0.0506080550842797	0.589885707015415	0.7413
12	74	0.142096790338792	0.0643752562504542	0.621027953410753	0.8275
12	81	0.172779594275672	0.0351522759666811	0.648768129757647	0.8567
12	90	0.267675296489297	0.0226150299858494	0.620009673524853	0.9103
13	34	0.0476468293972758	0.00100787355475839	0.0345452970479658	0.0832
13	43	0.0590458968397485	0.00615723757857573	0.0535968655816757	0.1188
13	48	0.090950031301654	0.0252638849733448	0.0608860837250012	0.1771
13	54	0.11648478163036	0.0513275549280647	0.0889876634415755	0.2568
13	60	0.168274807326877	0.034904505242734	0.187820687430389	0.391
13	67	0.249782274681637	0.0803882943012435	0.26842943101712	0.5986
13	74	0.375382641475805	0.0853978425950098	0.335719515929185	0.7965
13	81	0.316746355551481	0.0809046942330613	0.438448950215458	0.8361
13	90	0.599633792390993	0.0685421442175479	0.289524063391459	0.9577
14	34	0.0266123113972692	0.00132939245755325	0.0748582961451775	0.1028
14	43	0.0195547754221406	0.00333982428713785	0.109005400290722	0.1319
14	48	0.0216428554381315	0.00635430789844835	0.16670283666342	0.1947
14	54	0.02014928215175	0.0249188220433699	0.25823189580488	0.3033
14	60	0.0420872018358281	0.0207995022117425	0.331113295952429	0.394
14	67	0.0645845585413277	0.0385199044958184	0.526395536962854	0.6295
14	74	0.0953928359607126	0.0572943689767739	0.589812795062514	0.7425
14	81	0.113279632505176	0.0414056723232771	0.719214695171547	0.8739
14	90	0.326911661584506	0.0378245752228693	0.564063763192625	0.9288
15	34	0.0332843226563123	0.00063291619696124	-0.00101723885327351	0.0329
15	43	0.0797333507993368	0.0069181167281809	-0.0105514675275177	0.0761
15	54	0.125517285404618	0.0288504861303212	-0.00756777153493947	0.1468
15	60	0.17887062481789	0.0491546701995921	-0.000125295017482534	0.2279
15	67	0.323813052664171	0.0831597364514748	0.0203272108843538	0.4273
15	74	0.505246190350208	0.239229805929328	0.0185240037204638	0.763
15	81	0.630130260401078	0.237642741694104	0.0631269979048188	0.9309
15	90	0.796840921068049	0.179737795871437	-0.0155787169394857	0.961
16	34	0.0660678260519999	0.001568392086032	-0.0025362181380319	0.0651
16	43	0.0807939270225897	0.00391196151398214	-0.0108058885365718	0.0739
16	48	0.105503535100497	0.0144889746820639	-0.00999250978256073	0.11
16	54	0.128336075574644	0.0459046989757367	-0.0127407745503807	0.1615
16	60	0.210003467247144	0.0482072495315772	0.00228928322127928	0.2605
16	67	0.481094315674085	0.0790579115042333	0.0157477728216814	0.5759
16	74	0.559284459479297	0.195979312256438	0.0719362282642644	0.8272
16	81	0.825444429111959	0.0890105266027132	0.0432450442853274	0.9577
16	90	0.941366980026202	0.0569517475269581	-0.0833187275531597	0.915
17	34	0.0226519313033542	0.00104483745391983	0.0502032312427259	0.0739
17	43	0.0713382449160424	0.00625314309018945	0.0766086119937681	0.1542
17	48	0.0904840520327392	0.00827999301329747	0.106335954953963	0.2051
17	54	0.125070934335271	0.0279888271773661	0.166640238487363	0.3197
17	60	0.150780856536441	0.0360222632923232	0.245296880171235	0.4321
17	67	0.252156347887946	0.106012984366088	0.351830667745966	0.71
17	74	0.373131211451024	0.0892490224416914	0.370919766107285	0.8333
17	81	0.394875483386983	0.0920041280807578	0.366620388532259	0.8535
17	90	0.628028684807256	0.0632849206349206	0.268886394557823	0.9602
18	34	0.00641003317615867	0.00216515644334863	0.0959248103804927	0.1045
18	43	0.0152805662589736	0.00727459595761881	0.176044837783408	0.1986
18	48	0.0241019847573389	0.00532070948910132	0.24307730575356	0.2725
18	54	0.0459188617442337	0.0196696010190619	0.335911537236704	0.4015
18	60	0.034732890921399	0.0204251483180719	0.417741960760529	0.4729
18	67	0.0714608871179003	0.0473548304635373	0.564884282418562	0.6837
18	74	0.0916135113595126	0.0569503984510574	0.59063609018943	0.7392
18	81	0.128159821234851	0.0348448445200384	0.595195334245111	0.7582
18	90	0.219903744873994	0.0371578652428236	0.642838389883182	0.8999
19	34	0.0421833883557309	0.00362946578926915	-0.00631285414500005	0.0395
19	43	0.0652908181484421	0.00441962913562411	-0.00071044728406621	0.069
19	48	0.0882956991461685	0.00742457791928713	-0.0105202770654556	0.0852
19	54	0.118584547765341	0.0206540952235239	-0.0303386429888647	0.1089
19	60	0.142076715394716	0.0575516996498827	-0.0237284150445987	0.1759
19	67	0.241450795010021	0.202077008887956	0.0125721961020226	0.4561
19	74	0.449020891647564	0.305934804946531	0.00254430340590484	0.7575
19	81	0.563596518502652	0.280221267167379	0.0970822143299683	0.9409
19	90	0.950406888008268	0.0326594072461883	-0.0266662952544561	0.9564
20	34	0.045867081652388	0.00326187059280755	-0.00582895224519551	0.0433
20	43	0.0838025275408671	0.00759003410741324	-0.0128925616482803	0.0785
20	48	0.119665701052267	0.0112152464388465	-0.016680947491114	0.1142
20	54	0.141869412887176	0.0331748088109369	-0.0201442216981132	0.1549
20	60	0.237964095224802	0.0494396056164199	-0.00130370084122232	0.2861
20	67	0.328364091270228	0.187578230628772	0.0190576781009994	0.535
20	74	0.59195374909223	0.224165531953522	0.0200807189542484	0.8362
20	81	0.668642618808154	0.214096015184838	0.0840613660070079	0.9668
20	90	0.916236761642701	0.0748611815915157	-0.0448979432342169	0.9462
21	34	0.0231781214195198	0.00316860637269852	0.0517532722077817	0.0781
21	43	0.0522491954465174	0.00617364451620423	0.132277160037278	0.1907
21	48	0.0592709843625825	0.00794224092095858	0.167586774716459	0.2348
21	54	0.07455979290067	0.0217245675729568	0.270715639526373	0.367
21	60	0.0894038478185495	0.0292997944207048	0.383896357760746	0.5026
21	67	0.108008051339847	0.0881834584914128	0.51940849016874	0.7156
21	74	0.218670343905395	0.0911304210130441	0.520299235081561	0.8301
21	81	0.27605538972552	0.068296730836848	0.522147879437632	0.8665
21	90	0.269501882109916	0.0363575809281332	0.562740536961951	0.8686
22	34	0	0.00369185490045941	0.206708145099541	0.2104
22	43	0	0.00796010539966856	0.417239894600331	0.4252
22	48	0	0.00403704701206359	0.404462952987936	0.4085
22	54	0	0.0140888509796953	0.577011149020305	0.5911
22	60	0	0.018183128000106	0.642616871999894	0.6608
22	67	0	0.0295790280147276	0.784020971985272	0.8136
22	74	0	0.0389227002198777	0.806277299780122	0.8452
22	81	0	0.0259721804259872	0.807227819574013	0.8332
22	90	0	0.00192751348249043	0.87077248651751	0.8727
23	34	0	0.00195517277386475	0.127444827226135	0.1294
23	43	0	0.0102226125912832	0.313777387408717	0.324
23	48	0	0.00704806921104105	0.338851930788959	0.3459
23	54	0	0.0211947520429254	0.555905247957075	0.5771
23	60	0	0.0212231771441123	0.648976822855888	0.6702
23	67	0	0.0422190138208869	0.804780986179113	0.847
23	74	0	0.051681082243207	0.870718917756793	0.9224
23	81	0	0.0399065944733266	0.896593405526673	0.9365
23	90	0	0.00552943367833083	0.817470566321669	0.823
24	34	0.0228739039016973	0.00274419983068147	0.0730818962676212	0.0987
24	43	0.0292334677476665	0.0106493410245946	0.131817191227739	0.1717
24	48	0.0434447098797343	0.0153661602647167	0.149889129855549	0.2087
24	54	0.0486043709398127	0.0447049137686994	0.259890715291488	0.3532
24	60	0.0746728518070739	0.0295278007214742	0.359699347471452	0.4639
24	67	0.131268041961306	0.0838726376021464	0.551959320436548	0.7671
24	74	0.177651215327909	0.102952909936077	0.596895874736014	0.8775
24	81	0.236537510093343	0.0379241439171936	0.622938345989464	0.8974
24	90	0.506233737468074	0.0130309192191016	0.407535343312824	0.9268
25	34	0.0090140713221426	0.00103406125276712	0.0850518674250903	0.0951
25	43	0.0592259454790121	0.00375265737277991	0.120621397148208	0.1836
25	48	0.0599217331390223	0.00403677391819776	0.15194149294278	0.2159
25	54	0.0865793664443366	0.0171628347351497	0.286657798820514	0.3904
25	60	0.120428832095077	0.0164916768260451	0.385579491078878	0.5225
25	67	0.243134126475176	0.0300683517022043	0.51719752182262	0.7904
26	34	0	0.00201694403764018	0.16688305596236	0.1689
26	43	0	0.0023317620011302	0.29476823799887	0.2971
26	48	0	0.00102375468185383	0.331476245318146	0.3325
26	54	0	0.00401356776047967	0.53878643223952	0.5428
26	60	0	0.00401567525429108	0.664684324745709	0.6687
27	34	0	0.00154380090890784	0.207856199091092	0.2094
27	43	0	0.00203254093326689	0.594167459066733	0.5962
27	48	0	0.00090826129757773	0.513391738702422	0.5143
27	54	0	0.00360363189704507	0.760796368102955	0.7644
27	60	0	0.00636783025496602	0.803132169745034	0.8095
28	34	0.0421411607662973	0.00058229346741727	7.6545766285469e-05	0.0428
28	43	0.0743801504192306	0.00293499997429609	0.00268484960647328	0.08
28	48	0.0819567369073598	0.00907922791262478	-0.00813596481998459	0.0829
28	54	0.130888658716855	0.0355649664459631	-0.0310536251628179	0.1354
28	60	0.146660055135804	0.0370948193789493	-0.00605487451475342	0.1777
29	34	0.048012507032501	0.00224559176391954	-0.00295809879642052	0.0473
29	43	0.100441683847562	0.0041566278298532	-0.00369831167741472	0.1009
29	48	0.140158868753713	0.006529152887205	-0.00928802164091759	0.1374
29	54	0.181378836671943	0.0304566133963805	-0.00883545006832345	0.203
29	60	0.251912690031461	0.0479311504924501	-0.00714384052391111	0.2927
29	67	0.51833818472927	0.12520496267014	0.0267568526005902	0.6703
30	34	0.0215830273548612	0.00074250879822069	0.0682744638469181	0.0906
30	43	0.0256404503014654	0.00344891064680525	0.138610639051729	0.1677
30	48	0.0392176122315736	0.00489245997909315	0.195789927789333	0.2399
30	54	0.051487076874919	0.0169930279708706	0.30701989515421	0.3755
30	60	0.0539511233166914	0.0192013436315461	0.393347533051763	0.4665
31	34	0.0107461736578864	0.00215980272120907	0.109694023620905	0.1226
31	43	0.0177218069399304	0.00414908380982845	0.203629109250241	0.2255
31	48	0.00688198602226421	0.00657716210986409	0.264140851867872	0.2776
31	54	0.0361306118752793	0.0113907564932392	0.352778631631482	0.4003
31	60	0.0419889479650786	0.0128137463925643	0.448197305642357	0.503
32	34	0.0511029858200362	0.00092478538222493	0.0231722287977389	0.0752
32	43	0.0608953641212662	0.00405360649367389	0.0440510293850599	0.109
32	48	0.0819535630710271	0.00644237430080956	0.0557040626281634	0.1441
32	54	0.123077782159295	0.0263020732890256	0.10802014455168	0.2574
32	60	0.157543055348906	0.0249801229355751	0.150976821715519	0.3335
33	34	0.0560271844061826	0.00077893232225421	-0.00360611672843684	0.0532
33	43	0.078407099340696	0.00335712497367155	-0.00246422431436758	0.0793
33	48	0.0895438459283322	0.00881427619347637	-0.0149581221218086	0.0834
33	54	0.122110019969942	0.0289183291128816	-0.0191283490828238	0.1319
33	60	0.175314597081254	0.0477535525928903	-0.011468149674144	0.2116
34	34	0.0306960267568734	0.00085510428362667	0.0289488689595	0.0605
34	43	0.0436538898318661	0.00481450724875739	0.0532316029193765	0.1017
34	48	0.0744670785986097	0.00993400346742292	0.0583989179339674	0.1428
34	54	0.0822013131497011	0.017176610240153	0.133922076610146	0.2333
34	60	0.128663278458837	0.0386271495306307	0.186409572010533	0.3537
35	34	0	0.00073094286889861	0.275569057131101	0.2763
35	43	0	0.0046107821064996	0.4327892178935	0.4374
35	48	0	0.00220844756534344	0.395391552434657	0.3976
35	54	0	0.00369457794625329	0.625405422053747	0.6291
35	60	0	0.00552928978311799	0.615670710216882	0.6212
36	34	0.028311292108402	0.00251747537291091	0.0712712325186871	0.1021
36	43	0.0448375800024152	0.00709715838998321	0.173465261607602	0.2254
36	48	0.0499712279634916	0.00849231150374712	0.194036460532761	0.2525
36	54	0.0764424136120643	0.0124839933192461	0.33497359306869	0.4239
36	60	0.103222808702962	0.0116998586259975	0.449977332671041	0.5649
37	34	0.0148027599023928	0.00237969258860134	0.0578175475090059	0.075
37	43	0.0328784101482318	0.00920890953385466	0.121312680317914	0.1634
37	48	0.0449250874972774	0.01011088777817	0.131164024724553	0.1862
37	54	0.0609473709102088	0.0252677111357282	0.255984917954063	0.3422
37	60	0.0931507971771332	0.03781545190682	0.312533750916047	0.4435
38	34	0.0775639577941918	0.00224027574010818	-0.00340423353429995	0.0764
38	43	0.111686825527339	0.00520089965585717	-0.00648772518319665	0.1104
38	48	0.148975870543457	0.00880370921941947	-0.0137795797628766	0.144
38	54	0.220081085515821	0.0267306447643096	0.00138826971986983	0.2482
38	60	0.320458316149067	0.0444259183930969	0.0127157654578359	0.3776
38	74	0.826269166926882	0.111115096393746	0.0168157366793718	0.9542
39	34	0	0.00115408125096933	0.134845918749031	0.136
39	43	0	0.00235353960925457	0.327146460390745	0.3295
39	48	0	0.00297043185999681	0.329529568140003	0.3325
39	54	0	0.00713434125445896	0.549465658745541	0.5566
39	60	0	0.00705288917283833	0.608447110827162	0.6155
39	74	0	0.009692522032141	0.887107477967859	0.8968
40	34	0.00989034673575985	0.00214346333004973	0.0775661899341904	0.0896
40	43	0.0141786049990895	0.00800688494416748	0.178714510056743	0.2009
40	48	0.0216054343648858	0.00927181477589187	0.213222750859222	0.2441
40	54	0.0329191109143415	0.0204464881653133	0.355534400920345	0.4089
40	60	0.0391093503695053	0.022079865080054	0.421810784550441	0.483
40	67	0.0575972096800007	0.0426174939831335	0.638385296336866	0.7386
40	74	0.101641660653237	0.0514132096022558	0.717545129744507	0.8706
40	81	0.149269913485454	0.0448656456396855	0.698864440874861	0.893
